patient_id,full_name,gender,age,date_of_birth,district,national_id,phone,income_level,registration_date,is_active
PAT000714,Rashid Amour,Male,47,1977-01-01,Urban West,ZNZ154672,255737540987,Middle,2020-08-05,1
PAT000715,Mwinyi Bakari,Male,55,1969-01-01,Wete,ZNZ169224,255793663358,Low,2020-09-01,1
PAT000716,Khadija Amour,Female,52,1972-01-01,South Unguja,ZNZ334745,255735113778,Middle,2021-08-18,1
PAT000717,Mariam Seif,Female,23,2001-01-01,South Unguja,ZNZ752842,255769938189,Lower-Middle,2020-11-14,1
PAT000718,Latifa Said,Female,28,1996-01-01,Urban West,ZNZ869646,255798286211,Low,2020-02-28,1
PAT000719,Amour Rashid,Male,8,2016-01-01,Urban West,ZNZ959391,255755052863,Low,2020-09-10,1
PAT000720,Sitawa Abdallah,Female,19,2005-01-01,North B,ZNZ594735,255746494539,Middle,2020-06-07,1
PAT000721,Rehema Omar,Female,46,1978-01-01,Urban West,,255782043213,Low,2020-06-08,1
PAT000722,Ahmed Vuai,Male,60,1964-01-01,Mkoani,ZNZ951112,255786120467,Low,2018-03-11,1
PAT000723,Seif Said,Male,15,2009-01-01,Urban West,ZNZ454182,255764381878,Middle,2019-09-17,1
PAT000724,Rehema Nassor,Female,23,2001-01-01,North B,ZNZ523207,,Middle,2020-05-24,1
PAT000725,Safia Nassor,Female,31,1993-01-01,Urban West,ZNZ919433,255751760768,Lower-Middle,2021-02-09,1
PAT000726,Rahma Seif,Female,36,1988-01-01,Urban West,ZNZ733676,255781570782,Low,2021-10-19,1
PAT000727,Juma Juma,Male,22,2002-01-01,Micheweni,ZNZ389258,255745362948,Low,2021-08-19,1
PAT000728,Mwajuma Abdallah,Female,38,1986-01-01,Micheweni,ZNZ772633,255739190953,Lower-Middle,2019-04-16,1
PAT000729,Rashid Ali,Male,27,1997-01-01,Urban West,ZNZ575881,255736432395,Low,2018-04-01,1
PAT000730,Yusuf Abdallah,Male,34,1990-01-01,Urban West,,255740978633,Lower-Middle,2019-06-14,1
PAT000731,Rashid Hassan,Male,43,1981-01-01,Urban West,ZNZ690555,255778826219,Low,2019-10-23,1
PAT000732,Pili Seif,Female,32,1992-01-01,Chake-Chake,ZNZ587625,255721631400,Upper-Middle,2020-01-09,0
PAT000733,Aisha Mwinyi,Female,25,1999-01-01,South Unguja,ZNZ387555,255768301691,Lower-Middle,2019-12-27,1
PAT000734,Zawadi Rashid,Female,30,1994-01-01,Urban West,ZNZ747302,255798572022,Low,2020-05-21,1
PAT000735,Ahmed Amour,Male,33,1991-01-01,North B,ZNZ614111,,Middle,2022-08-14,1
PAT000736,Nasra Hamisi,Female,26,1998-01-01,Wete,,255786181548,Low,2018-07-11,1
PAT000737,Juma Hamisi,Male,30,1994-01-01,Mkoani,ZNZ186928,255797695777,Low,2022-04-25,1
PAT000738,Maryam Said,Female,55,1969-01-01,Kati,ZNZ695053,255719851205,Middle,2021-06-19,1
PAT000739,Hamisi Rashid,Male,43,1981-01-01,North A,,255711399298,Low,2018-05-18,1
PAT000740,Bakari Said,Male,30,1994-01-01,Urban West,ZNZ754229,255777891273,Lower-Middle,2018-12-11,1
PAT000741,Seif Rashid,Male,46,1978-01-01,Urban West,ZNZ489363,255737607548,Low,2021-04-18,1
PAT000742,Haji Juma,Male,29,1995-01-01,Chake-Chake,ZNZ481977,255727490607,Low,2020-10-05,1
PAT000743,Khadija Omar,Female,49,1975-01-01,Kati,ZNZ365232,255727114380,Low,2022-10-02,1
PAT000744,Rahma Khatib,Female,37,1987-01-01,North B,ZNZ823486,255712763779,Middle,2019-05-18,1
PAT000745,Seif Vuai,Male,33,1991-01-01,North A,ZNZ889410,,Lower-Middle,2018-07-22,1
PAT000746,Mariam Khalid,Female,38,1986-01-01,North B,ZNZ274698,255754359378,Low,2019-07-27,1
PAT000747,Ahmed Khalid,Male,9,2015-01-01,North A,ZNZ589572,255781002057,Low,2018-07-11,1
PAT000748,Maryam Ali,Female,15,2009-01-01,Urban West,ZNZ550415,,Upper-Middle,2018-01-05,0
PAT000749,Zainab Suleiman,Female,14,2010-01-01,South Unguja,ZNZ484922,255771501716,Upper-Middle,2021-06-14,1
PAT000750,Khadija Khalid,Female,34,1990-01-01,Urban West,ZNZ648723,255743099267,Lower-Middle,2022-09-13,1
PAT000751,Abdallah Khalid,Male,62,1962-01-01,Urban West,ZNZ536770,255761951074,Middle,2018-11-07,1
PAT000752,Khadija Ali,Female,65,1959-01-01,Micheweni,ZNZ114716,255733782567,Middle,2019-07-03,1
PAT000753,Zainab Omar,Female,41,1983-01-01,Urban West,ZNZ888427,255774043810,Low,2018-02-25,1
PAT000754,Suleiman Haji,Male,43,1981-01-01,Urban West,ZNZ792019,255735451115,Low,2019-03-19,1
PAT000755,Ibrahim Bakari,Male,6,2018-01-01,North A,ZNZ491776,255772590275,Low,2021-06-14,1
PAT000756,Rahma Amour,Female,23,2001-01-01,Mkoani,ZNZ429782,255764101132,Middle,2020-05-19,0
PAT000757,Zawadi Omar,Female,20,2004-01-01,Chake-Chake,ZNZ655134,255711435367,Middle,2021-05-05,1
PAT000758,Nasra Juma,Female,22,2002-01-01,Urban West,,255755664080,Middle,2019-08-08,0
PAT000759,Mwajuma Mohammed,Female,29,1995-01-01,South Unguja,ZNZ386543,255752209016,Low,2022-05-14,1
PAT000760,Asha Said,Female,24,2000-01-01,Urban West,ZNZ844027,255740449729,Lower-Middle,2020-01-22,1
PAT000761,Haji Salim,Male,3,2021-01-01,Micheweni,ZNZ251786,255735243818,Middle,2022-03-18,1
PAT000762,Yusuf Haji,Male,46,1978-01-01,Wete,ZNZ184106,255738707349,Middle,2022-01-12,1
PAT000763,Ibrahim Amour,Male,17,2007-01-01,Mkoani,ZNZ264486,255789291202,Low,2018-12-26,1
PAT000764,Mariam Amour,Female,35,1989-01-01,North B,,255747908921,Middle,2022-09-20,1
PAT000765,Rashid Hamisi,Male,68,1956-01-01,Kati,ZNZ800828,255725005252,Low,2020-03-29,1
PAT000766,Zainab Abdallah,Female,18,2006-01-01,Kati,ZNZ827468,255789965734,Middle,2018-01-30,0
PAT000767,Aisha Bakari,Female,0,2024-01-01,Mkoani,ZNZ408979,,Lower-Middle,2022-12-08,1
PAT000768,Khadija Abdallah,Female,27,1997-01-01,South Unguja,ZNZ998886,255737845100,Low,2018-04-18,1
PAT000769,Hassan Ali,Male,52,1972-01-01,North A,ZNZ953877,255748003831,Middle,2020-04-23,1
PAT000770,Rukia Hassan,Female,61,1963-01-01,North A,ZNZ722672,255717723047,Low,2022-06-14,1
PAT000771,Yusuf Vuai,Male,15,2009-01-01,Urban West,ZNZ422176,255739196927,Middle,2019-12-18,1
PAT000772,Halima Khalid,Female,39,1985-01-01,Urban West,ZNZ641428,255734416514,Low,2020-06-09,0
PAT000773,Haji Said,Male,27,1997-01-01,Wete,ZNZ668800,255788510809,Middle,2020-08-17,1
PAT000774,Salim Ali,Male,33,1991-01-01,Micheweni,ZNZ770051,255770132166,Upper-Middle,2022-01-08,1
PAT000775,Rukia Salim,Female,71,1953-01-01,Mkoani,ZNZ285964,255777135369,Low,2020-06-11,1
PAT000776,Juma Haji,Male,10,2014-01-01,Urban West,ZNZ346661,255790521377,Lower-Middle,2022-01-01,1
PAT000777,Seif Salim,Male,39,1985-01-01,Urban West,ZNZ524466,255770595786,Lower-Middle,2020-01-02,1
PAT000778,Aisha Ali,Female,39,1985-01-01,Chake-Chake,ZNZ339644,255775261548,Low,2019-08-29,1
PAT000779,Latifa Nassor,Female,48,1976-01-01,North A,ZNZ832878,255727750431,Lower-Middle,2019-04-02,0
PAT000780,Nasra Amour,Female,33,1991-01-01,Urban West,ZNZ200591,255744822065,Middle,2019-09-07,1
PAT000781,Pili Salim,Female,36,1988-01-01,Kati,ZNZ684808,255745580614,Upper-Middle,2022-10-25,1
PAT000782,Zainab Abdallah,Female,26,1998-01-01,Chake-Chake,ZNZ469552,255785486764,Middle,2019-11-29,1
PAT000783,Hassan Ali,Male,39,1985-01-01,North B,ZNZ385356,255796417276,Lower-Middle,2022-09-16,0
PAT000784,Juma Mohammed,Male,29,1995-01-01,Chake-Chake,ZNZ575629,255798261797,Middle,2022-02-27,0
PAT000785,Khalid Abdallah,Male,44,1980-01-01,Wete,ZNZ838706,255786298453,Middle,2019-11-05,1
PAT000786,Khadija Vuai,Female,26,1998-01-01,Chake-Chake,ZNZ168259,255714934990,Lower-Middle,2021-06-24,1
PAT000787,Mwajuma Khatib,Female,37,1987-01-01,Chake-Chake,ZNZ629049,255773794852,Low,2019-06-27,0
PAT000788,Salim Omar,Male,34,1990-01-01,Urban West,ZNZ116375,255776819360,Lower-Middle,2022-05-07,1
PAT000789,Khalid Bakari,Male,53,1971-01-01,Micheweni,ZNZ261637,255717760004,Middle,2020-05-06,1
PAT000790,Fatuma Abdallah,Female,31,1993-01-01,Urban West,ZNZ782433,,Lower-Middle,2022-05-31,1
PAT000791,Haji Mwinyi,Male,6,2018-01-01,Urban West,ZNZ804989,255791377652,Middle,2020-06-15,1
PAT000792,Amina Said,Female,50,1974-01-01,Mkoani,ZNZ632669,255758984542,Low,2022-01-02,1
PAT000793,Aisha Suleiman,Female,18,2006-01-01,South Unguja,ZNZ162999,255774910926,Upper-Middle,2018-10-05,1
PAT000794,Zuwena Amour,Female,22,2002-01-01,Wete,ZNZ956899,255727795759,Lower-Middle,2019-07-06,1
PAT000795,Omar Juma,Male,25,1999-01-01,Chake-Chake,ZNZ519627,255716774870,Middle,2022-06-25,1
PAT000796,Zawadi Suleiman,Female,52,1972-01-01,Kati,,255755368117,Low,2018-04-21,1
PAT000797,Zainab Mwinyi,Female,0,2024-01-01,Mkoani,ZNZ465213,255795007969,Low,2019-01-20,1
PAT000798,Amina Rashid,Female,79,1945-01-01,North B,ZNZ205682,255755893516,Middle,2020-01-31,1
PAT000799,Rahma Hamisi,Female,47,1977-01-01,North A,ZNZ784765,255765670586,Upper-Middle,2021-04-29,1
PAT000800,Halima Omar,Female,35,1989-01-01,Urban West,ZNZ171325,255727550054,Low,2022-02-22,1
PAT000801,Fatuma Bakari,Female,31,1993-01-01,North B,,255714529943,Low,2019-11-25,1
PAT000802,Suleiman Salim,Male,39,1985-01-01,North A,,255723930333,Lower-Middle,2021-12-20,0
PAT000803,Zainab Mwinyi,Female,39,1985-01-01,South Unguja,ZNZ511512,255787562778,Low,2019-02-09,0
PAT000804,Rahma Rashid,Female,41,1983-01-01,Micheweni,ZNZ362440,255741522310,Low,2021-09-20,1
PAT000805,Seif Salim,Male,43,1981-01-01,Kati,ZNZ943214,255753156020,Middle,2021-05-17,1
PAT000806,Mariam Mohammed,Female,33,1991-01-01,Wete,ZNZ153444,255760235844,Upper-Middle,2018-01-22,1
PAT000807,Rehema Bakari,Female,29,1995-01-01,Micheweni,ZNZ360186,255781408353,Low,2019-11-09,1
PAT000808,Safia Abdallah,Female,29,1995-01-01,North A,ZNZ782527,255780549727,Lower-Middle,2019-09-03,1
PAT000809,Omar Vuai,Male,31,1993-01-01,Urban West,ZNZ183337,255790544094,Low,2021-05-16,1
PAT000810,Rashid Hamisi,Male,53,1971-01-01,North A,ZNZ546300,255772091445,Low,2018-01-08,1
PAT000811,Rahma Salim,Female,40,1984-01-01,Chake-Chake,ZNZ949333,255768203138,Low,2019-12-03,1
PAT000812,Halima Khatib,Female,0,2024-01-01,Urban West,ZNZ183038,255749268380,Lower-Middle,2022-09-07,1
PAT000813,Ali Nassor,Male,45,1979-01-01,Wete,ZNZ762997,255749466425,Low,2022-12-14,1
PAT000814,Sitawa Haji,Female,34,1990-01-01,South Unguja,ZNZ893354,,Lower-Middle,2019-06-13,1
PAT000815,Rahma Suleiman,Female,31,1993-01-01,Urban West,ZNZ550472,255717069222,Low,2019-08-25,0
PAT000816,Maryam Bakari,Female,26,1998-01-01,Urban West,ZNZ955938,255739428781,Low,2022-08-04,1
PAT000817,Latifa Hassan,Female,48,1976-01-01,North B,ZNZ127843,,Low,2019-10-19,1
PAT000818,Omar Nassor,Male,50,1974-01-01,North B,ZNZ465208,,Middle,2018-06-15,0
PAT000819,Mohammed Omar,Male,22,2002-01-01,Chake-Chake,ZNZ216585,255728573434,Middle,2020-04-28,1
PAT000820,Mohammed Salim,Male,41,1983-01-01,Wete,ZNZ485296,255724387810,Middle,2019-05-11,1
PAT000821,Latifa Juma,Female,17,2007-01-01,South Unguja,ZNZ584600,255731876123,Lower-Middle,2019-08-13,1
PAT000822,Khalid Amour,Male,12,2012-01-01,Chake-Chake,ZNZ923219,255733916824,Low,2019-03-05,1
PAT000823,Ali Bakari,Male,24,2000-01-01,South Unguja,ZNZ277132,255747357506,Lower-Middle,2020-02-13,1
PAT000824,Hamisi Khalid,Male,48,1976-01-01,Kati,ZNZ869822,255724036865,Low,2018-06-12,1
PAT000825,Halima Mohammed,Female,46,1978-01-01,Urban West,,255770125675,Middle,2019-01-01,0
PAT000826,Zawadi Rashid,Female,39,1985-01-01,Wete,ZNZ842147,255763838793,Low,2022-03-30,1
PAT000827,Bakari Nassor,Male,46,1978-01-01,North A,ZNZ700803,,Low,2021-06-16,1
PAT000828,Amour Khalid,Male,43,1981-01-01,Urban West,ZNZ408213,255711180859,Lower-Middle,2018-03-13,1
PAT000829,Pili Mwinyi,Female,22,2002-01-01,Urban West,ZNZ940903,255750287646,Lower-Middle,2022-01-08,1
PAT000830,Amour Rashid,Male,41,1983-01-01,South Unguja,ZNZ319678,255725269936,Upper-Middle,2019-10-17,1
PAT000831,Hamisi Bakari,Male,47,1977-01-01,Urban West,ZNZ284811,255742754671,Lower-Middle,2022-03-13,1
PAT000832,Nassor Abdallah,Male,47,1977-01-01,Urban West,ZNZ385385,255749158729,Lower-Middle,2022-12-24,1
PAT000833,Abdallah Vuai,Male,54,1970-01-01,Kati,ZNZ251967,255728856153,Low,2018-09-26,1
PAT000834,Mwinyi Vuai,Male,46,1978-01-01,Chake-Chake,ZNZ548540,255735693164,Upper-Middle,2022-11-12,1
PAT000835,Mariam Mohammed,Female,37,1987-01-01,Wete,ZNZ218642,255787924587,Lower-Middle,2019-02-19,1
PAT000836,Khalid Rashid,Male,52,1972-01-01,Chake-Chake,ZNZ295428,,Lower-Middle,2021-06-22,1
PAT000837,Latifa Seif,Female,31,1993-01-01,Kati,,255755895950,Low,2020-10-12,1
PAT000838,Bakari Khalid,Male,20,2004-01-01,South Unguja,ZNZ598758,255746709632,Middle,2019-11-06,1
PAT000839,Zainab Ali,Female,29,1995-01-01,Urban West,ZNZ984735,,Low,2020-12-19,1
PAT000840,Latifa Omar,Female,20,2004-01-01,Mkoani,ZNZ241554,255777998558,Lower-Middle,2018-01-06,1
PAT000841,Amour Mwinyi,Male,24,2000-01-01,Wete,ZNZ738172,255771481167,Middle,2022-09-29,1
PAT000842,Zuwena Abdallah,Female,29,1995-01-01,North B,ZNZ846004,255772144660,Upper-Middle,2020-09-08,1
PAT000843,Amour Salim,Male,22,2002-01-01,North B,ZNZ706289,255787637786,Lower-Middle,2019-07-24,1
PAT000844,Halima Nassor,Female,27,1997-01-01,North B,ZNZ624261,255754068669,Middle,2019-02-11,1
PAT000845,Juma Suleiman,Male,4,2020-01-01,Kati,ZNZ722603,255710693464,Low,2021-05-25,0
PAT000846,Juma Abdallah,Male,38,1986-01-01,North A,ZNZ751712,255747148256,Middle,2018-01-26,1
PAT000847,Rashid Omar,Male,35,1989-01-01,Kati,ZNZ987921,255731445439,Lower-Middle,2020-10-25,0
PAT000848,Maryam Abdallah,Female,19,2005-01-01,Mkoani,ZNZ352411,255728292935,Lower-Middle,2020-09-12,1
PAT000849,Safia Seif,Female,41,1983-01-01,Micheweni,ZNZ653188,255744391998,Middle,2022-04-05,1
PAT000850,Khadija Khatib,Female,46,1978-01-01,South Unguja,ZNZ826050,,Middle,2019-01-25,1
PAT000851,Salim Khalid,Male,9,2015-01-01,North A,ZNZ316651,255770229895,Low,2019-12-11,1
PAT000852,Zawadi Khalid,Female,20,2004-01-01,Urban West,ZNZ592280,255712336798,Middle,2019-07-25,1
PAT000853,Ali Juma,Male,22,2002-01-01,Urban West,ZNZ408792,255775396719,Low,2022-01-11,1
PAT000854,Safia Amour,Female,17,2007-01-01,Chake-Chake,ZNZ332459,255738546713,Middle,2020-01-24,1
PAT000855,Ahmed Juma,Male,48,1976-01-01,North B,ZNZ611579,255747376501,Middle,2018-05-26,1
PAT000856,Bakari Mwinyi,Male,31,1993-01-01,Urban West,ZNZ663013,255713144787,Low,2021-11-12,1
PAT000857,Mwinyi Khatib,Male,30,1994-01-01,Urban West,ZNZ939812,255754221254,Middle,2020-02-24,1
PAT000858,Amour Seif,Male,2,2022-01-01,Kati,ZNZ404603,255785154255,Lower-Middle,2021-06-26,1
PAT000859,Rahma Haji,Female,41,1983-01-01,North A,ZNZ398307,255777606959,Lower-Middle,2019-06-10,1
PAT000860,Khalid Said,Male,15,2009-01-01,Mkoani,ZNZ820509,255740046221,Low,2022-01-25,0
PAT000861,Zuwena Amour,Female,32,1992-01-01,North A,ZNZ381620,255753433464,Low,2018-01-13,1
PAT000862,Hamisi Said,Male,39,1985-01-01,South Unguja,ZNZ992008,255721151870,Middle,2020-06-21,1
PAT000863,Zainab Hamisi,Female,52,1972-01-01,Urban West,,255723911580,Low,2019-01-19,1
PAT000864,Khalid Khalid,Male,14,2010-01-01,South Unguja,ZNZ995503,255712791338,Lower-Middle,2019-07-10,0
PAT000865,Mwinyi Khatib,Male,0,2024-01-01,Micheweni,ZNZ563609,255791522052,Middle,2020-06-05,1
PAT000866,Maryam Hassan,Female,34,1990-01-01,Urban West,ZNZ168682,255718234025,Low,2021-11-23,1
PAT000867,Hamisi Suleiman,Male,63,1961-01-01,South Unguja,ZNZ346553,255714768026,Lower-Middle,2018-01-19,1
PAT000868,Rashid Mwinyi,Male,54,1970-01-01,Micheweni,ZNZ759774,255795666328,Lower-Middle,2019-07-29,1
PAT000869,Latifa Suleiman,Female,35,1989-01-01,Wete,ZNZ972405,255774044630,Middle,2022-02-23,1
PAT000870,Rukia Seif,Female,24,2000-01-01,Chake-Chake,ZNZ923163,255761111605,Lower-Middle,2020-01-21,1
PAT000871,Bakari Hassan,Male,47,1977-01-01,North A,ZNZ567726,255746534277,Lower-Middle,2020-09-30,1
PAT000872,Hassan Vuai,Male,19,2005-01-01,South Unguja,ZNZ214360,255710910913,Low,2019-02-23,0
PAT000873,Zawadi Omar,Female,39,1985-01-01,Kati,ZNZ497243,,Middle,2021-09-22,1
PAT000874,Hamisi Ali,Male,43,1981-01-01,Mkoani,ZNZ292803,255781217813,Low,2019-02-23,1
PAT000875,Mohammed Said,Male,51,1973-01-01,Kati,ZNZ914883,255740506086,Upper-Middle,2022-06-24,1
PAT000876,Rashid Suleiman,Male,79,1945-01-01,North A,ZNZ816896,255790266451,Lower-Middle,2022-08-26,1
PAT000877,Amina Hamisi,Female,37,1987-01-01,Chake-Chake,ZNZ250853,255717138512,Middle,2018-05-02,1
PAT000878,Maryam Vuai,Female,24,2000-01-01,Micheweni,ZNZ989589,255717567476,Lower-Middle,2019-03-08,1
PAT000879,Omar Said,Male,34,1990-01-01,Urban West,ZNZ980847,,Low,2018-02-13,1
PAT000880,Salim Juma,Male,6,2018-01-01,Chake-Chake,ZNZ117669,255754038638,Upper-Middle,2021-09-02,1
PAT000881,Khalid Salim,Male,23,2001-01-01,Wete,ZNZ606199,255794354378,Low,2019-01-16,0
PAT000882,Pili Bakari,Female,25,1999-01-01,Urban West,ZNZ232915,255782279852,Low,2018-05-25,1
PAT000883,Suleiman Suleiman,Male,26,1998-01-01,Urban West,ZNZ902491,255772908951,Low,2021-09-12,1
PAT000884,Khalid Mwinyi,Male,37,1987-01-01,Chake-Chake,ZNZ271840,255748555170,Upper-Middle,2018-12-29,1
PAT000885,Mariam Omar,Female,19,2005-01-01,Urban West,ZNZ329707,255725173091,Lower-Middle,2020-12-09,1
PAT000886,Hassan Hamisi,Male,52,1972-01-01,Urban West,ZNZ324839,255725978042,Lower-Middle,2020-12-24,1
PAT000887,Mariam Vuai,Female,32,1992-01-01,North B,ZNZ669798,255770684213,Middle,2018-12-21,1
PAT000888,Khalid Amour,Male,34,1990-01-01,Urban West,ZNZ874456,255759087758,Lower-Middle,2020-03-10,1
PAT000889,Abdallah Hassan,Male,29,1995-01-01,Mkoani,ZNZ627169,255796731456,Middle,2021-04-02,1
PAT000890,Rashid Suleiman,Male,37,1987-01-01,North B,ZNZ971217,255733119427,Lower-Middle,2021-03-10,1
PAT000891,Nasra Mwinyi,Female,44,1980-01-01,South Unguja,ZNZ266415,255749385484,Middle,2020-04-05,1
PAT000892,Zawadi Ali,Female,18,2006-01-01,Kati,ZNZ239728,255757240145,Low,2021-02-25,1
PAT000893,Rahma Mwinyi,Female,22,2002-01-01,South Unguja,ZNZ983523,255756377961,Low,2019-02-02,1
PAT000894,Mwinyi Juma,Male,30,1994-01-01,North A,ZNZ726854,,Lower-Middle,2020-05-29,1
PAT000895,Maryam Suleiman,Female,11,2013-01-01,Chake-Chake,ZNZ731186,255797208998,Lower-Middle,2019-04-08,1
PAT000896,Amour Haji,Male,21,2003-01-01,North B,ZNZ309304,255777368966,Lower-Middle,2022-11-10,1
PAT000897,Omar Mwinyi,Male,27,1997-01-01,North A,ZNZ455734,255749372960,Lower-Middle,2020-03-18,1
PAT000898,Asha Vuai,Female,45,1979-01-01,Wete,ZNZ180522,255711343054,Low,2018-07-06,1
PAT000899,Yusuf Ali,Male,39,1985-01-01,Chake-Chake,ZNZ219107,255795612414,Lower-Middle,2022-10-10,1
PAT000900,Amour Said,Male,38,1986-01-01,Chake-Chake,ZNZ904253,255771927699,Lower-Middle,2020-01-02,1
PAT000901,Rashid Mwinyi,Male,48,1976-01-01,Kati,ZNZ192889,255745283619,Low,2021-04-28,1
PAT000902,Ahmed Abdallah,Male,32,1992-01-01,Chake-Chake,ZNZ515331,255799703756,Lower-Middle,2021-11-12,0
PAT000903,Ali Mohammed,Male,41,1983-01-01,Chake-Chake,ZNZ321576,255713446839,Low,2019-03-05,1
PAT000904,Khadija Nassor,Female,30,1994-01-01,Mkoani,ZNZ598149,,Lower-Middle,2020-05-07,1
PAT000905,Suleiman Rashid,Male,39,1985-01-01,Urban West,ZNZ402788,255791037304,Low,2021-07-31,1
PAT000906,Latifa Mohammed,Female,23,2001-01-01,North A,ZNZ354084,255773497807,Upper-Middle,2018-08-25,1
PAT000907,Fatuma Hamisi,Female,0,2024-01-01,Wete,ZNZ114588,255771539904,Middle,2021-05-02,1
PAT000908,Rashid Vuai,Male,32,1992-01-01,South Unguja,ZNZ798005,255784010930,Low,2021-08-03,1
PAT000909,Suleiman Hassan,Male,57,1967-01-01,Urban West,ZNZ645999,255789151722,Lower-Middle,2020-02-10,0
PAT000910,Omar Ali,Male,49,1975-01-01,North A,ZNZ783753,255726578740,Middle,2020-01-28,0
PAT000911,Safia Haji,Female,46,1978-01-01,North A,ZNZ419753,255785082019,Lower-Middle,2018-05-16,0
PAT000912,Seif Seif,Male,54,1970-01-01,South Unguja,ZNZ158480,255747297617,Middle,2020-03-02,1
PAT000913,Nasra Hassan,Female,33,1991-01-01,Chake-Chake,ZNZ874597,255735880085,Low,2022-12-12,1
PAT000914,Mwinyi Said,Male,38,1986-01-01,Kati,ZNZ834647,255726037478,Middle,2018-06-20,1
PAT000915,Aisha Ali,Female,22,2002-01-01,Chake-Chake,ZNZ945166,,Lower-Middle,2018-06-08,1
PAT000916,Salim Hassan,Male,29,1995-01-01,Mkoani,ZNZ274898,255778493913,Low,2018-07-20,1
PAT000917,Suleiman Amour,Male,44,1980-01-01,North B,ZNZ612871,255778607311,Lower-Middle,2022-02-19,1
PAT000918,Asha Ali,Female,50,1974-01-01,North A,ZNZ656831,255776966770,Upper-Middle,2022-04-30,1
PAT000919,Rahma Abdallah,Female,29,1995-01-01,North A,ZNZ520531,255741637604,Middle,2020-08-19,1
PAT000920,Ali Haji,Male,27,1997-01-01,Micheweni,ZNZ342721,255739380783,Lower-Middle,2022-12-05,1
PAT000921,Rahma Salim,Female,32,1992-01-01,Urban West,ZNZ937802,255758127034,Low,2019-08-06,0
PAT000922,Mwajuma Juma,Female,41,1983-01-01,South Unguja,ZNZ242394,255742329657,Lower-Middle,2022-03-08,1
PAT000923,Asha Haji,Female,10,2014-01-01,Micheweni,ZNZ920449,255761723186,Low,2020-05-25,1
PAT000924,Rehema Seif,Female,0,2024-01-01,North B,ZNZ328208,255767033458,Low,2019-01-06,1
PAT000925,Yusuf Nassor,Male,26,1998-01-01,Kati,ZNZ491342,255767324666,Lower-Middle,2018-04-13,1
PAT000926,Hassan Mwinyi,Male,15,2009-01-01,Micheweni,ZNZ196950,255743644175,Middle,2020-09-28,1
PAT000927,Salim Nassor,Male,26,1998-01-01,Urban West,ZNZ164829,255797999004,Middle,2021-02-22,1
PAT000928,Rehema Nassor,Female,29,1995-01-01,North B,ZNZ991712,255711138422,Low,2021-08-29,0
PAT000929,Asha Hassan,Female,25,1999-01-01,Wete,ZNZ402865,,Lower-Middle,2020-09-02,1
PAT000930,Seif Said,Male,58,1966-01-01,North A,ZNZ434738,255729735033,Upper-Middle,2020-03-08,1
PAT000931,Khalid Juma,Male,40,1984-01-01,Urban West,ZNZ758299,255723962313,Middle,2022-01-21,1
PAT000932,Sitawa Seif,Female,36,1988-01-01,South Unguja,ZNZ821927,255775860676,Middle,2021-06-07,1
PAT000933,Zawadi Omar,Female,41,1983-01-01,Kati,ZNZ471178,255790236168,Upper-Middle,2019-10-20,1
PAT000934,Zuwena Salim,Female,14,2010-01-01,North B,,255732876131,Middle,2020-05-31,1
PAT000935,Mwinyi Said,Male,51,1973-01-01,Mkoani,ZNZ943446,,Low,2021-05-05,0
PAT000936,Ali Nassor,Male,33,1991-01-01,Chake-Chake,ZNZ542602,255735590456,Low,2020-01-03,0
PAT000937,Yusuf Suleiman,Male,45,1979-01-01,Urban West,ZNZ945684,,Upper-Middle,2019-02-27,1
PAT000938,Aisha Juma,Female,15,2009-01-01,Wete,ZNZ183211,255734794008,Lower-Middle,2019-07-26,1
PAT000939,Yusuf Khalid,Male,10,2014-01-01,North B,ZNZ226534,255712740855,Low,2022-06-22,0
PAT000940,Halima Mohammed,Female,44,1980-01-01,Urban West,ZNZ536156,255711380188,Lower-Middle,2018-06-20,1
PAT000941,Abdallah Mohammed,Male,41,1983-01-01,Wete,ZNZ409257,255796946545,Middle,2021-11-06,1
PAT000942,Nasra Abdallah,Female,18,2006-01-01,Wete,,255755112491,Upper-Middle,2018-06-22,1
PAT000943,Fatuma Mwinyi,Female,18,2006-01-01,Urban West,ZNZ650193,255757474562,Low,2019-10-25,1
PAT000944,Zawadi Said,Female,48,1976-01-01,Mkoani,ZNZ130653,255719850941,Lower-Middle,2019-03-29,1
PAT000945,Mwinyi Haji,Male,15,2009-01-01,Chake-Chake,ZNZ750101,255774194661,Middle,2018-12-16,1
PAT000946,Bakari Said,Male,61,1963-01-01,Kati,ZNZ348535,,Lower-Middle,2022-07-16,1
PAT000947,Omar Nassor,Male,20,2004-01-01,North A,ZNZ250943,255794310270,Low,2019-05-09,1
PAT000948,Rukia Khalid,Female,41,1983-01-01,Kati,ZNZ645669,255740249071,Upper-Middle,2019-09-12,1
PAT000949,Nasra Khalid,Female,27,1997-01-01,North A,,255771399500,Lower-Middle,2020-10-24,1
PAT000950,Mwajuma Mwinyi,Female,41,1983-01-01,Urban West,ZNZ445252,255738388813,Lower-Middle,2021-01-21,0
PAT000951,Pili Seif,Female,23,2001-01-01,Chake-Chake,ZNZ149892,255787513779,Lower-Middle,2020-07-07,1
PAT000952,Rahma Juma,Female,29,1995-01-01,Wete,ZNZ839280,255722350251,Low,2018-01-06,1
